# num_bin  t_k  T_k^day  T_k^night
175   923.0   12.2   11.8
175   924.0   12.2   11.8
175   925.0   12.2   11.8
175   926.0   12.3   11.7
175   927.0   0.1   5.8
176   927.0   12.2   5.8
176   928.0   12.4   11.6
176   929.0   12.4   11.6
176   930.0   12.4   11.6
176   931.0   12.5   11.5
176   932.0   0.0   2.5
177   932.0   12.5   8.8
177   933.0   12.5   11.5
177   934.0   12.6   11.4
177   935.0   12.6   11.4
177   936.0   0.0   0.1
178   937.0   12.7   11.1
178   938.0   12.7   11.3
178   939.0   12.8   11.2
178   940.0   12.8   11.2
178   941.0   12.8   11.2
178   942.0   0.0   4.9
179   942.0   12.9   6.0
179   943.0   12.9   11.1
179   944.0   13.0   11.0
179   945.0   13.0   11.0
179   946.0   13.0   11.0
179   947.0   0.0   4.9
180   947.0   13.1   5.8
180   948.0   13.1   10.9
180   949.0   13.1   10.9
180   950.0   13.2   10.8
180   951.0   13.2   8.2
181   951.0   0.0   1.5
181   952.0   13.2   10.8
181   953.0   13.3   10.7
181   954.0   13.3   10.7
181   955.0   13.3   10.7
181   956.0   13.4   10.6
181   957.0   13.4   10.6
181   958.0   3.2   5.3
182   958.0   9.3   5.3
182   959.0   13.5   10.5
182   960.0   13.5   10.5
182   961.0   13.5   10.5
182   962.0   4.0   5.2
183   962.0   9.4   5.2
183   963.0   13.6   10.4
183   964.0   13.6   10.4
183   965.0   13.7   10.3
183   966.0   13.7   10.3
183   967.0   4.2   5.1
184   967.0   9.3   5.1
184   968.0   13.8   10.2
184   969.0   13.8   10.2
184   970.0   13.8   10.2
184   971.0   13.8   10.2
184   972.0   0.0   0.2
185   972.0   9.4   5.1
185   973.0   13.9   10.1
185   974.0   13.9   10.1
185   975.0   14.0   10.0
185   976.0   14.0   10.0
185   977.0   2.2   5.0
186   977.0   11.6   5.0
186   978.0   14.0   10.0
186   979.0   14.0   10.0
186   980.0   14.1   9.9
186   981.0   14.1   9.9
186   982.0   0.0   3.9
187   982.0   14.1   5.9
187   983.0   14.1   9.9
187   984.0   14.2   9.8
187   985.0   14.2   9.8
187   986.0   14.2   9.8
187   987.0   14.2   9.8
187   988.0   6.5   4.9
188   988.0   7.7   4.9
188   989.0   14.3   9.7
188   990.0   14.3   9.7
188   991.0   14.3   9.7
188   992.0   14.3   9.7
188   993.0   9.0   4.8
189   993.0   5.3   4.8
189   994.0   14.3   9.7
189   995.0   14.4   9.6
189   996.0   14.4   9.6
189   997.0   14.4   9.6
189   998.0   1.9   4.8
190   998.0   12.4   4.8
190   999.0   14.4   9.6
190   1000.0   14.4   9.6
190   1001.0   14.4   9.6
190   1002.0   14.4   9.6
190   1003.0   0.0   1.2
191   1003.0   14.4   8.2
191   1004.0   14.4   9.6
191   1005.0   14.4   9.6
191   1006.0   14.4   9.6
191   1007.0   14.5   9.5
191   1008.0   6.0   4.8
192   1008.0   8.1   4.8
192   1009.0   14.5   9.5
192   1010.0   14.5   9.5
192   1011.0   14.5   9.5
192   1012.0   14.5   9.5
192   1013.0   0.0   1.3
193   1013.0   14.5   7.7
193   1014.0   14.4   9.6
193   1015.0   14.4   9.6
193   1016.0   14.4   9.6
193   1017.0   14.4   9.6
193   1018.0   14.4   9.6
193   1019.0   1.9   4.8
194   1019.0   9.8   4.8
194   1020.0   14.4   9.6
194   1021.0   14.4   9.6
194   1022.0   10.7   4.8
195   1022.0   3.5   4.8
195   1023.0   14.4   9.6
195   1024.0   14.4   9.6
195   1025.0   14.4   9.6
195   1026.0   14.3   9.7
195   1027.0   14.3   9.7
195   1028.0   0.0   3.9
196   1028.0   14.3   5.4
196   1029.0   14.3   9.7
196   1030.0   14.3   9.7
196   1031.0   14.3   9.7
196   1032.0   14.3   9.7
196   1033.0   4.1   4.9
197   1033.0   10.1   4.9
197   1034.0   14.2   9.8
197   1035.0   14.2   9.8
197   1036.0   14.2   9.8
197   1037.0   14.1   5.1
198   1037.0   0.0   3.9
198   1038.0   14.1   9.9
198   1039.0   14.1   9.9
198   1040.0   14.1   9.9
198   1041.0   14.1   9.9
198   1042.0   14.0   10.0
198   1043.0   0.0   2.6
199   1043.0   14.0   7.1
199   1044.0   14.0   10.0
199   1045.0   14.0   10.0
199   1046.0   13.9   10.1
199   1047.0   13.9   10.1
199   1048.0   13.9   10.1
199   1049.0   13.8   9.3
200   1048.0   0.0   0.6
200   1049.0   13.8   10.2
200   1050.0   13.8   10.2
200   1051.0   13.8   10.2
200   1052.0   13.8   10.2
200   1053.0   13.7   10.3
200   1054.0   1.0   5.2
201   1054.0   12.3   5.2
201   1055.0   13.7   10.3
201   1056.0   13.6   10.4
201   1057.0   13.6   10.4
201   1058.0   13.6   10.2
202   1059.0   13.5   9.6
202   1060.0   13.5   10.5
202   1061.0   13.5   10.5
202   1062.0   13.4   10.6
202   1063.0   13.4   10.6
202   1064.0   0.0   1.1
203   1064.0   13.4   8.4
203   1065.0   13.3   10.7
203   1066.0   2.3   5.3
204   1069.0   13.2   9.0
204   1070.0   13.2   10.8
204   1071.0   13.1   10.9
204   1072.0   13.1   10.9
204   1073.0   13.1   10.9
204   1074.0   3.5   5.5
205   1074.0   9.3   5.5
205   1075.0   13.0   11.0
205   1076.0   13.0   11.0
205   1077.0   12.9   11.1
205   1078.0   12.9   11.1
205   1079.0   10.5   5.6
206   1079.0   2.2   5.6
206   1080.0   12.8   11.2
206   1081.0   12.8   11.2
206   1082.0   12.7   11.3
206   1083.0   12.7   11.3
206   1084.0   0.0   0.6
207   1085.0   12.6   10.6
207   1086.0   12.6   11.4
207   1087.0   12.5   11.5
207   1088.0   12.5   11.5
207   1089.0   12.5   11.5
207   1090.0   0.0   0.4
208   1090.0   10.0   5.8
208   1091.0   12.4   11.6
208   1092.0   12.4   11.6
208   1093.0   12.3   11.7
208   1094.0   12.3   11.7
208   1095.0   0.0   2.7
209   1095.0   12.2   8.9
209   1096.0   12.2   11.8
209   1097.0   12.2   11.8
209   1098.0   12.1   11.9
209   1099.0   9.6   5.9
210   1099.0   2.5   5.9
210   1100.0   12.1   11.9
210   1101.0   12.0   12.0
210   1102.0   12.0   12.0
210   1103.0   11.9   12.1
210   1104.0   11.9   11.7
211   1105.0   11.4   6.1
211   1106.0   11.8   12.2
211   1107.0   11.8   12.2
211   1108.0   11.8   12.2
211   1109.0   11.7   12.3
211   1110.0   11.7   12.3
211   1111.0   0.0   3.7
212   1111.0   11.6   8.5
212   1112.0   11.6   12.4
212   1113.0   11.6   12.4
212   1114.0   11.5   8.9
213   1115.0   0.0   3.5
213   1116.0   11.5   12.5
213   1117.0   11.4   12.6
213   1118.0   11.4   12.6
213   1119.0   11.3   12.6
214   1120.0   11.3   12.6
214   1121.0   11.3   12.7
214   1122.0   11.2   12.8
214   1123.0   11.2   12.8
214   1124.0   11.2   12.8
214   1125.0   5.9   6.4
215   1125.0   5.2   6.4
215   1126.0   11.1   12.9
215   1127.0   11.0   13.0
215   1128.0   11.0   13.0
215   1129.0   11.0   12.3
216   1130.0   8.1   6.5
216   1131.0   10.9   13.1
216   1132.0   10.9   13.1
216   1133.0   10.8   13.2
216   1134.0   10.1   6.6
217   1134.0   0.0   6.4
217   1135.0   10.8   6.7
218   1142.0   0.0   6.4
218   1143.0   10.5   13.5
218   1144.0   10.5   13.5
218   1145.0   10.4   13.6
218   1146.0   0.0   4.3
219   1147.0   10.4   9.2
219   1148.0   10.3   13.7
219   1149.0   10.3   13.7
219   1150.0   10.3   13.7
219   1151.0   0.0   6.6
220   1151.0   10.3   7.1
220   1152.0   10.2   13.8
220   1153.0   10.2   13.8
221   1156.0   10.0   6.9
221   1157.0   10.1   13.9
221   1158.0   10.0   14.0
221   1159.0   10.0   14.0
221   1160.0   0.0   1.2
222   1161.0   10.0   13.2
222   1162.0   10.0   14.0
222   1163.0   9.9   14.1
222   1164.0   9.9   14.1
222   1165.0   9.9   14.1
222   1166.0   0.0   6.3
223   1167.0   9.8   7.5
223   1168.0   9.8   14.2
223   1169.0   9.8   14.2
223   1170.0   9.8   14.2
223   1171.0   9.8   14.1
224   1172.0   9.7   12.3
224   1173.0   9.7   14.3
224   1174.0   9.7   14.3
224   1175.0   6.9   7.1
225   1175.0   1.7   7.1
225   1176.0   9.7   14.3
225   1177.0   9.7   14.3
225   1178.0   9.7   14.3
225   1179.0   9.6   14.4
225   1180.0   9.6   14.4
225   1181.0   0.0   4.2
226   1181.0   9.6   10.0
226   1182.0   9.6   14.4
226   1183.0   9.6   14.4
226   1184.0   9.6   14.4
226   1185.0   9.6   8.5
227   1185.0   0.0   5.9
227   1186.0   9.6   14.4
227   1187.0   9.6   14.4
227   1188.0   9.6   14.4
227   1189.0   9.6   14.4
227   1190.0   9.6   11.3
228   1190.0   0.0   3.0
228   1191.0   9.6   14.4
228   1192.0   9.6   14.4
228   1193.0   9.6   14.4
228   1194.0   9.6   14.4
228   1195.0   9.6   14.4
228   1196.0   9.6   14.3
229   1196.0   4.6   7.2
229   1197.0   9.6   14.4
229   1198.0   9.6   14.4
229   1199.0   9.6   14.4
229   1200.0   9.6   14.4
229   1201.0   9.6   14.4
229   1202.0   0.0   2.5
230   1202.0   9.6   11.8
230   1203.0   9.6   14.4
230   1204.0   9.6   14.4
230   1205.0   9.6   14.4
230   1206.0   9.6   14.4
230   1207.0   0.0   2.2
231   1207.0   9.7   11.6
231   1208.0   9.7   14.3
231   1209.0   9.7   14.3
231   1210.0   9.7   14.3
231   1211.0   4.1   7.1
232   1213.0   9.5   7.1
232   1214.0   9.7   14.3
232   1215.0   9.8   14.2
232   1216.0   9.8   14.2
232   1217.0   0.6   7.1
233   1217.0   9.0   7.1
233   1218.0   9.8   14.2
233   1219.0   9.8   14.2
233   1220.0   9.9   14.1
233   1221.0   9.9   14.1
233   1222.0   0.0   1.6
234   1222.0   9.9   12.3
234   1223.0   9.9   14.1
234   1224.0   10.0   14.0
234   1225.0   10.0   14.0
234   1226.0   9.4   7.0
235   1226.0   0.0   5.2
235   1227.0   10.0   14.0
235   1228.0   10.1   13.9
235   1229.0   10.1   13.9
235   1230.0   10.1   13.9
235   1231.0   10.1   13.9
235   1232.0   10.2   13.8
235   1233.0   10.2   13.2
236   1233.0   10.2   13.3
236   1234.0   10.2   13.8
236   1235.0   10.3   13.7
236   1236.0   10.3   13.7
236   1237.0   10.3   13.7
236   1238.0   0.0   5.8
237   1238.0   10.3   7.6
237   1239.0   10.4   13.6
237   1240.0   10.4   13.6
237   1241.0   10.4   13.6
237   1242.0   10.5   13.5
237   1243.0   0.0   4.3
238   1243.0   10.5   7.4
238   1244.0   10.5   13.5
238   1245.0   10.6   13.4
238   1246.0   10.6   13.4
238   1247.0   10.6   7.1
239   1247.0   0.0   4.7
239   1248.0   10.7   13.3
239   1249.0   10.7   13.3
239   1250.0   10.7   13.3
239   1251.0   10.8   13.2
239   1252.0   0.0   2.2
240   1254.0   10.9   10.2
240   1255.0   10.9   13.1
240   1256.0   11.0   13.0
240   1257.0   11.0   13.0
240   1258.0   0.2   6.5
241   1258.0   10.7   6.5
241   1259.0   11.1   12.9
241   1260.0   11.1   12.9
241   1261.0   11.1   12.9
241   1262.0   11.2   12.8
241   1263.0   11.2   11.9
242   1263.0   11.2   12.8
242   1264.0   11.2   12.8
242   1265.0   11.3   12.7
242   1266.0   11.3   12.7
242   1267.0   0.0   0.2
243   1267.0   8.8   6.3
243   1268.0   11.4   12.6
243   1269.0   11.4   12.6
243   1270.0   11.5   12.5
243   1271.0   11.5   8.4
244   1271.0   0.0   3.9
244   1272.0   11.5   12.5
244   1273.0   11.6   12.4
244   1274.0   11.6   12.4
244   1275.0   11.7   12.3
244   1276.0   9.4   6.1
245   1276.0   2.1   6.1
245   1277.0   11.7   12.3
245   1278.0   11.8   12.2
245   1279.0   11.8   12.2
245   1280.0   11.8   12.2
245   1281.0   11.9   12.1
245   1282.0   0.8   6.0
246   1282.0   10.8   6.0
246   1283.0   12.0   12.0
246   1284.0   12.0   12.0
246   1285.0   12.0   12.0
246   1286.0   12.1   11.9
246   1287.0   0.0   0.3
247   1287.0   12.1   10.7
247   1288.0   12.2   11.8
247   1289.0   12.2   11.8
247   1290.0   12.2   11.8
247   1291.0   12.3   11.7
247   1292.0   12.3   10.2
248   1292.0   0.0   1.2
248   1293.0   12.3   11.7
248   1294.0   12.4   11.6
248   1295.0   12.4   11.6
248   1296.0   12.5   11.5
248   1297.0   12.5   11.5
248   1298.0   4.7   5.7
249   1298.0   7.3   5.7
249   1299.0   12.6   11.4
249   1300.0   12.6   11.4
249   1301.0   12.6   11.4
249   1302.0   12.7   11.3
249   1303.0   7.7   5.6
250   1303.0   5.0   5.6
250   1304.0   12.8   11.2
250   1305.0   12.8   11.2
250   1306.0   12.8   11.2
250   1307.0   12.9   11.1
250   1308.0   0.0   2.8
251   1308.0   12.9   7.9
251   1309.0   12.9   11.1
251   1310.0   13.0   11.0
251   1311.0   13.0   11.0
251   1312.0   13.1   9.0
252   1312.0   0.0   1.3
252   1313.0   13.1   10.9
252   1314.0   13.1   10.9
252   1315.0   13.2   10.8
252   1316.0   13.2   10.8
252   1317.0   13.2   10.8
252   1318.0   0.0   1.0
253   1318.0   13.3   9.5
253   1319.0   13.3   10.7
253   1320.0   13.3   10.7
253   1321.0   13.4   10.6
253   1322.0   13.4   10.6
253   1323.0   13.4   10.6
253   1324.0   0.0   2.9
254   1324.0   13.5   7.6
254   1325.0   13.5   10.5
254   1326.0   13.5   10.5
254   1327.0   13.6   10.4
254   1328.0   1.0   5.2
255   1328.0   12.4   5.2
255   1329.0   13.6   10.4
255   1330.0   13.7   10.3
255   1331.0   13.7   10.3
255   1332.0   11.7   5.1
256   1332.0   1.9   5.1
256   1333.0   13.7   10.3
256   1334.0   13.8   10.2
256   1335.0   13.8   10.2
256   1336.0   13.8   10.2
256   1337.0   13.9   10.1
256   1338.0   0.0   1.1
257   1338.0   13.9   8.8
257   1339.0   13.9   10.1
257   1340.0   13.9   10.1
257   1341.0   14.0   10.0
257   1342.0   14.0   10.0
257   1343.0   2.4   5.0
258   1343.0   11.6   5.0
258   1344.0   14.0   10.0
258   1345.0   14.1   9.9
258   1346.0   14.1   9.9
258   1347.0   14.1   8.6
259   1348.0   14.0   4.9
259   1349.0   14.2   9.8
259   1350.0   14.2   9.8
259   1351.0   14.2   9.8
259   1352.0   14.2   9.8
259   1353.0   14.2   9.8
259   1354.0   9.8   4.9
260   1354.0   4.4   4.9
260   1355.0   14.3   9.7
260   1356.0   14.3   9.7
260   1357.0   14.3   9.7
260   1358.0   14.3   9.7
260   1359.0   2.9   4.8
261   1359.0   11.3   4.8
261   1360.0   14.3   9.7
261   1361.0   14.4   9.6
261   1362.0   14.4   9.6
261   1363.0   14.4   7.3
262   1363.0   0.0   2.3
262   1364.0   14.4   9.6
262   1365.0   14.4   9.6
262   1366.0   14.4   9.6
262   1367.0   14.4   9.6
262   1368.0   14.4   9.6
262   1369.0   1.0   4.8
263   1369.0   13.2   4.8
263   1370.0   14.4   9.6
263   1371.0   14.4   9.6
263   1372.0   14.4   9.6
263   1373.0   0.0   4.6
264   1374.0   14.5   6.8
264   1375.0   14.5   9.5
264   1376.0   14.5   9.5
264   1377.0   14.5   9.5
264   1378.0   14.5   9.5
264   1379.0   0.0   2.5
265   1379.0   14.4   6.9
265   1380.0   14.4   9.6
265   1381.0   14.4   9.6
265   1382.0   14.4   9.6
265   1383.0   14.4   9.6
265   1384.0   14.4   9.4
266   1385.0   14.4   9.4
266   1386.0   14.4   9.6
266   1387.0   14.4   9.6
266   1388.0   14.4   8.9
267   1388.0   0.0   0.5
267   1389.0   14.4   9.6
267   1390.0   14.4   9.6
267   1391.0   14.3   9.7
267   1392.0   14.3   9.7
267   1393.0   14.3   9.7
267   1394.0   0.0   1.2
268   1394.0   14.3   8.3
268   1395.0   14.3   9.7
268   1396.0   14.3   9.7
268   1397.0   14.3   9.7
268   1398.0   14.2   9.8
268   1399.0   6.5   4.9
269   1399.0   7.5   4.9
269   1400.0   14.2   9.8
269   1401.0   14.2   9.8
269   1402.0   14.2   9.8
269   1403.0   0.0   1.5
270   1404.0   14.1   8.4
270   1405.0   14.1   9.9
270   1406.0   14.1   9.9
270   1407.0   14.0   10.0
270   1408.0   14.0   10.0
270   1409.0   0.0   3.4
271   1409.0   14.0   6.3
271   1410.0   14.0   10.0
271   1411.0   13.9   10.1
271   1412.0   13.9   10.1
271   1413.0   13.9   10.1
271   1414.0   13.9   10.1
271   1415.0   13.8   10.0
272   1427.0   13.5   6.1
272   1428.0   13.4   10.6
272   1429.0   13.4   10.6
272   1430.0   0.3   5.3
273   1430.0   0.2   5.3
273   1431.0   13.3   10.7
273   1432.0   13.3   10.7
273   1433.0   13.3   10.7
273   1434.0   13.2   10.8
273   1435.0   0.0   3.5
274   1435.0   13.2   7.1
274   1436.0   13.1   10.9
274   1437.0   13.1   10.9
274   1438.0   13.1   10.9
274   1439.0   13.0   11.0
274   1440.0   0.0   1.5
275   1440.0   13.0   9.0
275   1441.0   13.0   11.0
275   1442.0   12.9   10.4
276   1446.0   7.5   5.6
276   1447.0   12.8   11.2
276   1448.0   12.7   11.3
276   1449.0   12.7   11.3
276   1450.0   12.6   11.4
276   1451.0   0.0   3.6
277   1451.0   12.6   7.5
277   1452.0   12.6   11.4
277   1453.0   12.5   11.5
277   1454.0   12.5   11.5
277   1455.0   12.5   11.5
277   1456.0   0.0   1.7
278   1456.0   12.4   9.2
278   1457.0   12.4   11.6
278   1458.0   12.3   11.7
278   1459.0   12.3   11.7
278   1460.0   12.3   11.7
278   1461.0   0.0   2.0
279   1461.0   12.2   9.7
279   1462.0   12.2   11.8
279   1463.0   12.2   11.8
279   1464.0   12.1   11.9
279   1465.0   12.1   11.9
279   1466.0   6.0   6.0
280   1466.0   6.0   6.0
280   1467.0   12.0   12.0
280   1468.0   12.0   12.0
280   1469.0   11.9   12.1
280   1470.0   8.8   6.1
281   1470.0   2.8   6.1
281   1471.0   11.8   12.2
281   1472.0   11.8   12.2
281   1473.0   11.8   12.2
281   1474.0   11.7   12.3
281   1475.0   11.7   12.3
281   1476.0   0.0   0.2
282   1477.0   11.6   12.0
282   1478.0   11.6   12.4
282   1479.0   11.5   12.5
282   1480.0   0.0   1.3
283   1486.0   9.0   6.4
283   1487.0   11.2   12.8
283   1488.0   11.2   12.8
283   1489.0   11.2   12.8
283   1490.0   0.0   0.2
284   1491.0   11.1   9.7
284   1492.0   11.1   12.9
284   1493.0   11.0   13.0
284   1494.0   11.0   13.0
285   1496.0   10.9   9.0
285   1497.0   10.9   13.1
285   1498.0   10.8   13.2
285   1499.0   9.7   6.6
286   1501.0   10.7   7.1
286   1502.0   10.7   13.3
286   1503.0   10.7   13.3
286   1504.0   10.6   13.4
286   1505.0   10.6   13.4
286   1506.0   10.6   9.0
287   1506.0   0.0   4.4
287   1507.0   10.5   13.5
287   1508.0   10.5   13.5
287   1509.0   10.5   13.5
287   1510.0   10.4   13.6
287   1511.0   2.2   6.8
288   1512.0   10.4   12.4
288   1513.0   10.3   13.7
288   1514.0   10.3   13.7
288   1515.0   10.3   13.7
288   1516.0   10.3   13.7
288   1517.0   0.0   5.5
289   1518.0   0.0   6.9
289   1519.0   10.2   13.8
289   1520.0   10.1   13.9
289   1521.0   10.1   13.9
289   1522.0   0.0   0.7
290   1522.0   10.1   11.4
290   1523.0   10.1   13.9
290   1524.0   10.0   14.0
290   1525.0   10.0   14.0
290   1526.0   10.0   14.0
290   1527.0   0.0   6.8
291   1527.0   9.8   7.0
291   1528.0   9.9   14.1
291   1529.0   9.9   14.1
291   1530.0   9.9   14.1
291   1531.0   9.9   14.1
291   1532.0   1.3   7.1
292   1532.0   8.5   7.1
292   1533.0   9.8   14.2
292   1534.0   9.8   14.2
292   1535.0   9.8   14.2
292   1536.0   9.8   14.2
292   1537.0   9.7   14.3
292   1538.0   0.0   0.8
293   1538.0   9.7   12.8
293   1539.0   9.7   14.3
293   1540.0   9.7   14.3
293   1541.0   9.7   14.3
293   1542.0   0.0   4.1
294   1542.0   9.7   9.9
294   1543.0   9.7   14.3
294   1544.0   9.6   14.4
294   1545.0   9.6   14.4
294   1546.0   9.6   14.4
294   1547.0   0.0   3.0
295   1547.0   9.6   10.8
295   1548.0   9.6   14.4
295   1549.0   9.6   14.4
295   1550.0   9.6   14.4
295   1551.0   9.6   14.4
295   1552.0   4.4   7.2
296   1552.0   5.1   7.2
296   1553.0   9.6   14.4
296   1554.0   9.6   14.4
296   1555.0   9.6   14.4
296   1556.0   9.6   14.4
296   1557.0   0.0   6.8
297   1557.0   7.7   7.2
297   1558.0   9.6   14.4
297   1559.0   9.6   14.4
297   1560.0   9.6   14.4
297   1561.0   9.6   14.4
297   1562.0   9.6   14.0
298   1562.0   9.6   14.2
298   1563.0   9.6   14.4
298   1564.0   9.6   14.4
298   1565.0   9.6   14.4
298   1566.0   9.6   14.4
298   1567.0   9.6   14.4
298   1568.0   0.0   6.5
299   1568.0   9.6   7.9
299   1569.0   9.6   14.4
299   1570.0   9.6   14.4
299   1571.0   9.6   14.4
299   1572.0   9.6   14.4
299   1573.0   0.0   7.1
300   1573.0   9.5   7.2
300   1574.0   9.7   14.3
300   1575.0   9.7   14.3
300   1576.0   9.7   14.3
300   1577.0   9.7   14.3
300   1578.0   0.0   2.7
301   1578.0   9.7   11.4
301   1579.0   9.7   14.3
301   1580.0   9.8   14.2
301   1581.0   9.8   14.2
301   1582.0   0.5   7.1
302   1583.0   4.3   7.1
302   1584.0   9.8   14.2
302   1585.0   9.9   14.1
302   1586.0   9.9   14.1
302   1587.0   9.9   14.1
302   1588.0   1.7   7.0
303   1588.0   8.2   7.0
303   1589.0   10.0   14.0
303   1590.0   10.0   14.0
303   1591.0   10.0   14.0
303   1592.0   10.0   14.0
303   1593.0   6.2   7.0
304   1593.0   3.7   7.0
304   1594.0   10.1   13.9
304   1595.0   10.1   13.9
304   1596.0   10.1   13.9
304   1597.0   10.2   13.8
304   1598.0   10.2   13.8
304   1599.0   5.8   6.9
305   1599.0   4.4   6.9
305   1600.0   10.3   13.7
305   1601.0   10.3   13.7
305   1602.0   10.3   13.7
305   1603.0   10.3   13.7
305   1604.0   1.7   6.8
306   1604.0   8.7   6.8
306   1605.0   10.4   13.6
306   1606.0   10.4   13.6
306   1607.0   10.5   13.5
306   1608.0   10.5   7.9
307   1608.0   0.0   5.4
307   1609.0   10.5   13.5
307   1610.0   10.6   13.4
307   1611.0   10.6   13.4
307   1612.0   10.6   13.4
307   1613.0   10.7   8.4
308   1613.0   0.0   4.8
308   1614.0   10.7   13.3
308   1615.0   10.7   13.3
308   1616.0   10.8   13.2
308   1617.0   10.8   13.2
308   1618.0   10.8   13.2
308   1619.0   0.0   0.4
309   1619.0   10.9   12.5
309   1620.0   10.9   13.1
309   1621.0   10.9   13.1
309   1622.0   11.0   13.0
309   1623.0   11.0   13.0
309   1624.0   0.0   1.0
310   1624.0   11.1   10.3
310   1625.0   11.1   12.9
310   1626.0   11.1   12.9
310   1627.0   11.2   12.8
310   1628.0   0.0   2.9
311   1628.0   11.2   9.5
311   1629.0   11.2   12.8
311   1630.0   11.3   12.7
311   1631.0   11.3   12.7
311   1632.0   0.0   2.9
312   1632.0   11.4   9.3
312   1633.0   11.4   12.6
312   1634.0   11.4   12.6
312   1635.0   11.5   12.5
312   1636.0   11.5   12.3
313   1637.0   11.5   12.2
313   1638.0   11.6   12.4
313   1639.0   11.6   12.4
313   1640.0   11.7   12.3
313   1641.0   11.7   12.3
313   1642.0   11.7   12.1
314   1642.0   11.7   10.0
314   1643.0   11.8   12.2
314   1644.0   11.8   12.2
314   1645.0   11.8   12.2
314   1646.0   11.9   12.1
314   1647.0   0.7   6.0
315   1647.0   5.2   6.0
315   1648.0   12.0   12.0
315   1649.0   12.0   12.0
315   1650.0   12.0   12.0
315   1651.0   12.1   11.9
315   1652.0   0.0   3.2
316   1652.0   12.1   8.6
316   1653.0   12.2   11.8
316   1654.0   12.2   11.8
316   1655.0   12.2   11.8
316   1656.0   12.3   11.7
316   1657.0   5.5   5.9
317   1657.0   0.0   3.9
317   1658.0   12.3   11.7
317   1659.0   12.4   11.6
317   1660.0   12.4   11.6
317   1661.0   12.5   11.5
317   1662.0   12.5   11.5
317   1663.0   0.5   5.7
318   1663.0   12.0   5.7
318   1664.0   12.6   11.4
318   1665.0   12.6   11.4
318   1666.0   12.6   11.4
318   1667.0   12.7   11.3
318   1668.0   0.0   3.8
319   1668.0   12.7   7.3
319   1669.0   12.8   11.2
319   1670.0   12.8   11.2
319   1671.0   12.8   11.2
319   1672.0   12.9   10.8
320   1673.0   12.9   8.9
320   1674.0   12.9   11.1
320   1675.0   13.0   11.0
320   1676.0   13.0   11.0
320   1677.0   13.0   11.0
320   1678.0   2.9   5.5
321   1678.0   10.1   5.5
321   1679.0   13.1   10.9
321   1680.0   13.1   10.9
321   1681.0   13.2   10.8
321   1682.0   13.2   10.8
321   1683.0   0.0   2.6
322   1683.0   13.3   7.2
322   1684.0   13.3   10.7
322   1685.0   13.3   10.7
322   1686.0   13.4   10.6
322   1687.0   13.4   10.6
322   1688.0   13.4   10.6
322   1689.0   0.0   2.8
323   1689.0   13.5   6.7
323   1690.0   13.5   10.5
323   1691.0   13.5   10.5
323   1692.0   13.6   10.4
323   1693.0   1.6   5.2
324   1693.0   11.9   5.2
324   1694.0   13.6   10.4
324   1695.0   13.7   10.3
324   1696.0   13.7   10.3
324   1697.0   13.7   10.3
324   1698.0   1.6   5.1
325   1698.0   11.9   5.1
325   1699.0   13.8   10.2
325   1700.0   13.8   10.2
325   1701.0   13.8   10.2
326   1703.0   9.3   5.1
326   1704.0   13.9   10.1
326   1705.0   13.9   10.1
326   1706.0   14.0   10.0
326   1707.0   12.6   5.0
327   1707.0   1.2   5.0
327   1708.0   14.0   10.0
327   1709.0   14.0   10.0
327   1710.0   14.1   9.9
327   1711.0   14.1   9.9
327   1712.0   14.1   9.9
327   1713.0   1.0   4.9
328   1713.0   12.8   4.9
328   1714.0   14.2   9.8
328   1715.0   14.2   9.8
328   1716.0   14.2   9.8
328   1717.0   14.2   9.8
328   1718.0   14.2   9.8
328   1719.0   0.0   0.9
329   1719.0   14.3   8.7
329   1720.0   14.3   9.7
329   1721.0   14.3   9.7
329   1722.0   14.3   9.7
329   1723.0   14.3   9.7
329   1724.0   0.0   4.1
330   1724.0   12.3   4.8
330   1725.0   14.3   9.7
330   1726.0   14.4   9.6
330   1727.0   14.4   9.6
330   1728.0   14.4   9.6
330   1729.0   0.3   4.8
331   1729.0   14.0   4.8
331   1730.0   14.4   9.6
331   1731.0   14.4   9.6
331   1732.0   14.4   9.6
331   1733.0   14.4   9.6
331   1734.0   0.5   4.8
332   1734.0   13.9   4.8
332   1735.0   14.4   9.6
332   1736.0   14.4   9.6
332   1737.0   14.4   9.6
332   1738.0   14.5   9.5
332   1739.0   4.6   4.8
333   1739.0   9.6   4.8
333   1740.0   14.5   9.5
333   1741.0   14.5   9.5
333   1742.0   14.5   9.5
333   1743.0   14.5   9.5
333   1744.0   4.6   4.8
334   1744.0   9.8   4.8
334   1745.0   14.4   9.6
334   1746.0   14.4   9.6
334   1747.0   14.4   9.6
334   1748.0   14.4   9.6
334   1749.0   14.4   9.6
334   1750.0   0.0   0.4
335   1750.0   14.4   9.0
335   1751.0   14.4   9.6
335   1752.0   14.4   9.6
335   1753.0   14.4   9.6
335   1754.0   0.0   0.5
336   1754.0   14.4   9.0
336   1755.0   14.4   9.6
336   1756.0   14.3   9.7
336   1757.0   14.3   9.7
336   1758.0   14.3   9.7
336   1759.0   0.0   0.4
337   1759.0   14.3   9.1
337   1760.0   14.3   9.7
337   1761.0   14.3   9.7
337   1762.0   14.3   9.7
337   1763.0   14.2   9.8
