# num_bin  t_k  T_k^day  T_k^night
518   2712.5   10.8   13.2
518   2713.5   10.8   13.2
518   2714.2   4.0   6.6
519   2714.7   6.5   6.6
519   2715.5   10.9   13.1
519   2716.5   10.9   13.1
519   2717.5   11.0   13.0
519   2718.5   11.0   13.0
519   2719.3   7.7   6.5
520   2719.8   3.1   6.5
520   2720.5   11.1   12.9
520   2721.5   11.1   12.9
520   2722.5   11.1   12.9
520   2723.5   11.2   12.8
520   2724.3   7.9   6.4
521   2724.8   3.1   6.4
521   2725.5   11.2   12.8
521   2726.5   11.3   12.7
521   2727.5   11.3   12.7
521   2728.0   0.0   1.6
522   2728.5   11.4   10.5
522   2729.5   11.4   12.6
522   2730.5   11.4   12.6
522   2731.5   11.5   12.5
522   2732.3   9.7   6.2
523   2732.8   1.6   6.2
523   2733.5   11.5   12.5
523   2734.5   11.6   12.4
523   2735.5   11.6   12.4
523   2736.5   11.7   12.3
523   2737.5   11.7   12.3
523   2738.3   6.3   6.1
524   2738.8   5.3   6.1
524   2739.5   11.8   12.2
524   2740.5   11.8   12.2
524   2741.5   11.8   12.2
524   2742.5   11.9   12.1
524   2743.3   6.3   6.0
525   2743.8   5.3   6.0
525   2744.5   12.0   12.0
525   2745.5   12.0   12.0
525   2746.5   12.0   12.0
525   2747.5   12.1   11.9
525   2748.2   1.8   5.9
526   2748.7   10.0   5.9
526   2749.5   12.2   11.8
526   2750.5   12.2   11.8
526   2751.5   12.2   11.8
526   2752.5   12.3   11.7
526   2753.5   12.3   11.7
526   2754.2   2.1   5.8
527   2754.7   10.1   5.8
527   2755.5   12.4   11.6
527   2756.5   12.4   11.6
527   2757.5   12.5   11.5
527   2758.5   12.5   11.2
528   2759.7   8.3   5.7
528   2760.5   12.6   11.4
528   2761.5   12.6   11.4
528   2762.5   12.6   11.4
528   2763.5   12.7   11.3
528   2764.1   0.0   3.2
529   2764.6   12.7   8.0
529   2765.5   12.8   11.2
529   2766.5   12.8   11.2
529   2767.5   12.8   11.2
529   2768.4   12.7   5.6
530   2768.9   0.0   5.4
530   2769.5   12.9   11.1
530   2770.5   12.9   11.1
530   2771.5   13.0   11.0
530   2772.5   13.0   11.0
530   2773.5   13.1   10.9
530   2774.0   0.0   1.1
531   2774.6   13.1   7.5
531   2775.5   13.1   10.9
531   2776.5   13.2   10.8
531   2777.5   13.2   10.8
531   2778.2   3.1   5.4
532   2779.7   9.9   5.4
532   2780.5   13.3   10.7
532   2781.5   13.3   10.7
532   2782.5   13.4   10.6
532   2783.5   13.4   10.6
532   2784.4   13.4   7.8
533   2785.0   0.0   2.4
533   2785.5   13.5   10.5
533   2786.5   13.5   10.5
533   2787.5   13.5   10.5
533   2788.5   13.6   9.8
534   2789.0   0.0   0.4
534   2789.5   13.6   10.4
534   2790.5   13.6   10.4
534   2791.5   13.7   10.3
534   2792.5   13.7   10.3
534   2793.5   13.7   10.3
534   2794.2   5.3   5.1
535   2794.7   8.3   5.1
535   2795.5   13.8   10.2
535   2796.5   13.8   10.2
535   2797.5   13.8   10.2
535   2798.5   13.9   10.1
535   2799.2   3.9   5.1
536   2799.7   9.8   5.1
536   2800.5   13.9   10.1
536   2801.5   13.9   10.1
537   2823.7   7.3   4.8
537   2824.5   14.4   9.6
537   2825.2   6.8   4.8
538   2825.7   7.4   4.8
538   2826.5   14.4   9.6
538   2827.5   14.4   9.6
538   2828.5   14.4   9.6
538   2829.3   12.0   4.8
539   2829.9   2.0   4.8
539   2830.5   14.4   9.6
539   2831.5   14.4   9.6
539   2832.5   14.4   9.6
539   2833.5   14.4   9.6
539   2834.5   14.5   9.5
539   2835.2   3.0   4.8
540   2835.7   11.4   4.8
540   2836.5   14.5   9.5
540   2837.5   14.5   9.5
540   2838.5   14.5   9.5
540   2839.5   14.5   9.5
540   2840.1   1.9   4.8
541   2840.6   12.1   4.8
541   2841.5   14.4   9.6
541   2842.5   14.4   9.6
541   2843.5   14.4   9.6
541   2844.5   14.4   9.6
541   2845.5   14.4   9.6
541   2846.1   0.0   4.6
542   2846.6   14.4   4.8
542   2847.5   14.4   9.6
542   2848.5   14.4   9.6
542   2849.5   14.4   9.6
542   2850.1   0.0   4.6
543   2850.6   14.1   4.8
543   2851.5   14.4   9.6
543   2852.5   14.3   9.7
543   2853.5   14.3   9.7
543   2854.5   14.3   9.7
543   2855.0   0.0   2.2
544   2855.5   14.3   7.4
544   2856.5   14.3   9.7
544   2857.5   14.3   9.7
544   2858.5   14.3   9.7
544   2859.5   14.2   9.8
544   2860.1   0.0   2.9
545   2860.6   13.2   4.9
545   2861.5   14.2   9.8
545   2862.5   14.2   9.8
545   2863.5   14.2   9.8
545   2864.5   14.1   9.9
545   2865.0   0.0   2.3
546   2865.5   14.1   7.5
546   2866.5   14.1   9.9
546   2867.5   14.1   9.9
546   2868.5   14.0   10.0
546   2869.5   14.0   10.0
546   2870.0   0.0   0.5
547   2870.5   14.0   9.4
547   2871.5   14.0   10.0
547   2872.5   13.9   10.1
547   2873.5   13.9   10.1
547   2874.5   13.9   10.1
547   2875.5   13.9   10.1
547   2876.1   0.5   5.1
548   2876.6   13.2   5.1
548   2877.1   0.0   4.8
549   2890.7   6.8   5.3
549   2891.5   13.4   10.6
549   2892.5   13.3   10.4
550   2902.6   13.0   7.0
550   2903.5   12.9   11.1
550   2904.5   12.9   11.1
550   2905.5   12.9   11.1
550   2906.0   0.0   0.2
551   2907.5   12.8   10.6
551   2908.5   12.8   11.2
551   2909.5   12.7   11.3
551   2910.5   12.7   11.3
551   2911.5   12.6   11.4
551   2912.1   0.0   2.8
552   2912.6   12.6   8.4
552   2913.5   12.6   11.4
552   2914.5   12.5   11.5
552   2915.5   12.5   11.5
552   2916.5   12.5   11.5
552   2917.2   1.8   5.8
553   2917.7   10.4   5.8
553   2918.5   12.4   11.6
553   2919.5   12.3   11.7
553   2920.5   12.3   11.7
553   2921.5   12.3   11.7
553   2922.2   3.2   5.9
554   2922.7   8.9   5.9
554   2923.5   12.2   11.8
554   2924.5   12.2   11.8
554   2925.5   12.1   11.9
554   2926.5   12.1   11.9
554   2927.3   7.1   6.0
555   2927.8   4.7   6.0
555   2928.5   12.0   12.0
555   2929.5   12.0   12.0
555   2930.5   11.9   12.1
555   2931.5   11.9   12.1
555   2932.1   0.0   3.1
556   2932.6   11.8   8.7
556   2933.5   11.8   12.2
556   2934.5   11.8   12.2
556   2935.5   11.7   12.3
556   2936.5   11.7   12.3
556   2937.5   11.7   10.1
557   2938.6   11.6   8.9
557   2939.5   11.6   12.4
557   2940.5   11.5   12.5
557   2941.5   11.5   12.5
557   2942.3   8.6   6.3
558   2942.8   2.8   6.3
558   2943.5   11.4   12.6
558   2944.5   11.4   12.6
558   2945.5   11.4   12.6
558   2946.5   11.3   12.5
559   2947.5   11.3   12.7
559   2948.5   11.2   12.8
559   2949.5   11.2   12.8
559   2950.5   11.2   12.8
559   2951.5   11.1   12.8
560   2952.5   11.1   12.9
560   2953.5   11.1   12.9
560   2954.5   11.0   13.0
560   2955.5   11.0   13.0
560   2956.5   10.9   13.1
560   2957.0   0.0   1.9
561   2957.5   10.9   10.9
561   2958.5   10.9   13.1
561   2959.5   10.8   13.2
561   2960.5   10.8   13.2
561   2961.2   3.3   6.6
562   2962.6   10.7   7.9
562   2963.5   10.7   13.3
562   2964.5   10.7   13.3
562   2965.5   10.6   13.4
562   2966.5   10.6   13.4
562   2967.5   10.6   13.4
562   2968.1   0.2   6.7
563   2968.6   10.1   6.7
563   2969.5   10.5   13.5
563   2970.5   10.5   13.5
563   2971.5   10.4   13.6
563   2972.3   8.9   6.8
564   2972.8   1.4   6.8
564   2973.5   10.4   13.6
564   2974.5   10.3   13.7
564   2975.5   10.3   13.7
564   2976.5   10.3   13.7
564   2977.3   8.7   6.9
565   2977.8   1.3   6.9
565   2978.5   10.2   13.8
565   2979.5   10.2   13.8
565   2980.5   10.2   13.8
565   2981.5   10.1   13.9
565   2982.5   10.1   13.9
565   2983.0   0.0   0.7
566   2983.5   10.1   12.9
566   2984.5   10.1   13.9
566   2985.5   10.0   14.0
566   2986.5   10.0   14.0
566   2987.5   10.0   14.0
566   2988.2   3.4   7.0
567   2988.7   6.1   7.0
567   2989.5   9.9   14.1
567   2990.5   9.9   14.1
567   2991.5   9.9   14.1
567   2992.5   9.9   14.1
567   2993.2   0.3   7.1
568   2993.7   9.5   7.1
568   2994.5   9.8   14.2
568   2995.5   9.8   14.2
568   2996.5   9.8   14.2
568   2997.5   9.8   14.2
568   2998.5   9.7   14.3
568   2999.1   0.0   2.6
569   2999.6   9.7   11.5
569   3000.5   9.7   14.3
569   3001.5   9.7   14.3
569   3002.4   9.7   8.4
570   3002.9   0.0   5.8
570   3003.5   9.7   14.3
570   3004.5   9.7   14.3
570   3005.5   9.6   14.4
570   3006.5   9.6   14.4
570   3007.5   9.6   14.4
570   3008.2   1.8   7.2
571   3008.7   7.5   7.2
571   3009.5   9.6   14.4
571   3010.5   9.6   14.4
571   3011.5   9.6   14.4
571   3012.4   9.6   8.5
572   3012.9   0.0   5.7
572   3013.5   9.6   14.4
572   3014.5   9.6   14.4
572   3015.5   9.6   14.4
572   3016.5   9.6   14.4
572   3017.4   9.6   8.6
573   3017.9   0.0   5.7
573   3018.5   9.6   14.4
573   3019.5   9.6   14.4
573   3020.5   9.6   14.4
573   3021.5   9.6   14.4
573   3022.3   9.2   7.2
574   3022.9   0.0   7.2
574   3023.5   9.6   14.4
574   3024.5   9.6   14.4
574   3025.5   9.6   14.4
574   3026.5   9.6   14.4
574   3027.5   9.6   14.4
574   3028.5   9.6   14.4
574   3029.1   0.0   5.2
575   3029.6   9.6   9.0
575   3030.5   9.6   14.4
575   3031.5   9.6   14.4
575   3032.5   9.6   14.4
575   3033.5   9.6   14.0
576   3034.7   7.5   7.2
576   3035.5   9.7   14.3
576   3036.5   9.7   14.3
576   3037.5   9.7   14.3
576   3038.5   9.7   14.3
576   3039.1   0.0   7.1
577   3039.7   9.3   7.1
577   3040.5   9.7   14.3
577   3041.5   9.8   14.2
577   3042.5   9.8   14.2
577   3043.4   9.8   7.3
578   3043.9   0.0   6.4
578   3044.5   9.8   14.2
578   3045.5   9.8   14.2
578   3046.5   9.9   14.1
578   3047.5   9.9   14.1
578   3048.2   1.5   7.0
579   3049.7   5.9   7.0
579   3050.5   10.0   14.0
579   3051.5   10.0   14.0
579   3052.5   10.0   14.0
579   3053.5   10.0   14.0
579   3054.1   0.0   6.8
580   3054.6   10.1   7.2
580   3055.5   10.1   13.9
580   3056.5   10.1   13.9
580   3057.5   10.1   13.9
580   3058.5   10.2   13.8
580   3059.1   0.0   3.7
581   3060.6   10.2   9.1
581   3061.5   10.3   13.7
581   3062.5   10.3   13.7
581   3063.5   10.3   13.7
581   3064.2   4.5   6.8
582   3068.8   2.6   6.8
582   3069.5   10.5   13.5
582   3070.1   0.0   5.7
583   3070.6   10.5   7.8
583   3071.5   10.6   13.4
583   3072.5   10.6   13.4
583   3073.5   10.6   13.4
583   3074.0   0.0   1.6
584   3082.7   10.3   6.5
584   3083.5   11.0   13.0
584   3084.1   0.0   4.3
585   3084.9   0.0   6.1
585   3085.5   11.1   12.9
585   3086.5   11.1   12.9
585   3087.5   11.1   12.9
585   3088.5   11.2   12.8
585   3089.0   0.0   0.1
586   3089.6   11.2   10.2
586   3090.5   11.2   12.8
586   3091.5   11.3   12.7
586   3092.5   11.3   12.7
586   3093.1   0.0   4.9
587   3093.6   11.4   7.7
587   3094.5   11.4   12.6
587   3095.5   11.4   12.6
587   3096.5   11.5   12.5
587   3097.1   0.0   2.8
588   3098.7   9.3   6.2
588   3099.5   11.6   12.4
588   3100.5   11.6   12.4
588   3101.5   11.7   12.3
588   3102.2   2.5   6.2
589   3103.5   11.7   9.9
589   3104.5   11.8   12.2
589   3105.5   11.8   12.2
589   3106.5   11.8   12.2
589   3107.5   11.9   12.1
589   3108.1   0.0   3.7
590   3108.6   11.9   8.1
590   3109.5   12.0   12.0
590   3110.5   12.0   12.0
590   3111.5   12.0   12.0
590   3112.5   12.1   11.9
590   3113.1   0.0   3.8
591   3113.6   12.1   7.9
591   3114.5   12.2   11.8
591   3115.5   12.2   11.8
591   3116.5   12.2   11.8
591   3117.5   12.3   11.7
591   3118.4   12.3   9.2
592   3119.0   0.0   2.0
592   3119.5   12.3   11.7
592   3120.5   12.4   11.6
592   3121.5   12.4   11.6
592   3122.5   12.5   11.5
592   3123.4   12.5   9.1
593   3124.0   0.0   2.0
593   3124.5   12.5   11.5
593   3125.5   12.6   11.4
593   3126.5   12.6   11.4
593   3127.5   12.6   11.4
593   3128.5   12.7   9.1
594   3129.0   0.0   2.1
594   3129.5   12.7   11.3
594   3130.5   12.8   11.2
594   3131.5   12.8   11.2
594   3132.5   12.8   11.2
594   3133.5   12.9   11.1
595   3134.7   7.3   5.6
595   3135.5   12.9   11.1
595   3136.5   13.0   11.0
595   3137.5   13.0   11.0
595   3138.5   13.0   11.0
595   3139.0   0.0   0.1
596   3139.8   5.8   5.5
596   3140.5   13.1   10.9
596   3141.5   13.1   10.9
596   3142.5   13.2   10.8
596   3143.5   13.2   10.8
596   3144.1   1.3   5.4
597   3144.6   11.9   5.4
597   3145.5   13.3   10.7
597   3146.5   13.3   10.7
597   3147.5   13.4   10.6
597   3148.5   13.4   10.6
597   3149.5   13.4   10.6
597   3150.1   1.5   5.3
598   3154.6   11.8   5.2
598   3155.5   13.6   10.4
598   3156.5   13.7   10.3
598   3157.5   13.7   10.3
598   3158.5   13.7   10.3
598   3159.2   6.3   5.1
599   3159.7   7.2   5.1
599   3160.5   13.8   10.2
599   3161.5   13.8   10.2
599   3162.5   13.8   10.2
599   3163.5   13.9   10.1
599   3164.2   5.5   5.1
600   3164.7   8.2   5.1
600   3165.5   13.9   10.1
600   3166.5   13.9   10.1
600   3167.5   14.0   10.0
600   3168.5   14.0   10.0
600   3169.1   0.0   4.5
601   3169.6   14.0   5.5
601   3170.5   14.0   10.0
601   3171.5   14.1   9.9
601   3172.5   14.1   9.9
601   3173.4   13.2   4.9
602   3173.9   0.4   4.9
602   3174.5   14.1   9.9
602   3175.5   14.2   9.8
602   3176.5   14.2   9.8
602   3177.5   14.2   9.8
602   3178.5   14.2   9.8
602   3179.5   14.2   9.8
602   3180.1   0.0   4.9
603   3180.6   14.1   4.9
603   3181.5   14.3   9.7
603   3182.5   14.3   9.7
603   3183.5   14.3   9.7
603   3184.3   11.4   4.8
604   3184.8   2.9   4.8
604   3185.5   14.3   9.7
604   3186.5   14.3   9.7
604   3187.5   14.4   9.6
604   3188.5   14.4   9.6
604   3189.5   14.4   9.6
604   3190.2   3.6   4.8
605   3190.7   9.4   4.8
605   3191.5   14.4   9.6
605   3192.5   14.4   9.6
605   3193.5   14.4   9.6
605   3194.5   14.4   9.6
605   3195.0   0.0   1.2
606   3195.6   14.4   7.1
606   3196.5   14.4   9.6
606   3197.5   14.4   9.6
606   3198.5   14.4   9.6
606   3199.3   11.1   4.8
607   3199.9   1.9   4.8
607   3200.5   14.5   9.5
607   3201.5   14.5   9.5
607   3202.5   14.5   9.5
607   3203.5   14.5   9.5
607   3204.5   14.5   7.5
608   3205.0   0.0   2.0
608   3205.5   14.4   9.6
608   3206.5   14.4   9.6
608   3207.5   14.4   9.6
608   3208.5   14.4   9.6
608   3209.5   14.4   9.6
608   3210.1   0.0   2.8
609   3211.6   14.4   6.1
609   3212.5   14.4   9.6
609   3213.5   14.4   9.6
609   3214.5   14.4   9.6
609   3215.1   0.0   3.1
610   3215.6   14.4   6.4
610   3216.5   14.4   9.6
610   3217.5   14.3   9.7
610   3218.5   14.3   9.7
610   3219.5   14.3   9.7
611   3220.7   10.8   4.8
611   3221.5   14.3   9.7
611   3222.5   14.3   9.7
611   3223.5   14.3   9.7
611   3224.5   14.2   9.8
611   3225.0   0.0   1.8
612   3225.5   14.2   7.9
612   3226.5   14.2   9.8
612   3227.5   14.2   9.8
612   3228.5   14.2   9.8
612   3229.5   14.1   9.9
612   3230.1   0.0   3.5
613   3230.6   14.1   5.9
613   3231.5   14.1   9.9
613   3232.5   14.1   9.9
613   3233.5   14.0   10.0
613   3234.5   14.0   10.0
613   3235.0   0.0   2.1
614   3262.8   4.9   5.4
614   3263.5   13.1   10.9
614   3264.5   13.1   10.9
614   3265.5   13.1   10.9
614   3266.5   13.0   10.7
615   3266.7   6.8   5.5
615   3267.5   13.0   11.0
615   3268.5   12.9   11.1
615   3269.5   12.9   11.1
615   3270.5   12.9   11.1
615   3271.5   12.8   11.2
615   3272.0   0.0   1.7
616   3272.7   8.8   5.6
616   3273.5   12.8   11.2
616   3274.5   12.7   11.3
616   3275.5   12.7   11.3
616   3276.5   12.6   11.4
616   3277.1   1.4   5.7
617   3277.7   7.9   5.7
617   3278.5   12.6   11.4
617   3279.5   12.5   11.5
617   3280.5   12.5   11.5
617   3281.5   12.5   11.5
617   3282.1   0.0   2.7
618   3282.6   12.4   7.6
618   3283.5   12.4   11.6
618   3284.5   12.3   11.7
618   3285.5   12.3   11.7
618   3286.4   12.3   7.3
619   3287.6   12.2   6.3
619   3288.5   12.2   11.8
619   3289.5   12.2   11.8
619   3290.5   12.1   11.9
619   3291.5   12.1   11.9
619   3292.0   0.0   1.0
620   3292.6   12.0   9.4
620   3293.5   12.0   12.0
620   3294.5   12.0   12.0
620   3295.5   11.9   12.1
620   3296.5   11.9   12.1
620   3297.5   11.8   11.7
621   3297.5   11.8   12.0
621   3298.5   11.8   12.2
621   3299.5   11.8   12.2
621   3300.5   11.7   12.3
621   3301.5   11.7   12.3
621   3302.3   9.8   6.2
622   3302.8   1.6   6.2
622   3303.5   11.6   12.4
622   3304.5   11.6   12.4
622   3305.5   11.5   12.5
622   3306.5   11.5   12.5
622   3307.2   1.7   6.3
623   3307.7   9.6   6.3
623   3308.5   11.4   12.6
623   3309.5   11.4   12.6
623   3310.5   11.4   12.6
623   3311.1   0.7   6.3
624   3312.7   9.5   6.4
624   3313.5   11.2   12.8
624   3314.0   0.0   0.3
625   3317.7   8.7   6.4
625   3318.5   11.1   12.9
625   3319.5   11.0   13.0
625   3320.5   11.0   13.0
625   3321.5   11.0   13.0
625   3322.0   0.0   0.2
626   3322.5   10.9   12.2
626   3323.5   10.9   13.1
626   3324.4   10.9   7.7
627   3328.7   7.8   6.6
627   3329.5   10.7   13.3
627   3330.5   10.6   13.4
627   3331.5   10.6   13.4
627   3332.5   10.6   13.4
627   3333.2   2.4   6.7
628   3333.7   7.8   6.7
628   3334.5   10.5   13.5
628   3335.5   10.5   13.5
628   3336.5   10.4   13.6
628   3337.5   10.4   13.6
628   3338.1   0.0   5.6
629   3338.6   10.4   7.1
629   3339.5   10.3   13.7
629   3340.5   10.3   13.7
629   3341.5   10.3   13.7
629   3342.5   10.3   13.7
629   3343.2   2.9   6.9
630   3343.7   7.1   6.9
630   3344.5   10.2   13.8
630   3345.5   10.2   13.8
630   3346.5   10.1   13.9
630   3347.4   10.1   11.4
631   3348.0   0.0   2.3
631   3348.5   10.1   13.9
631   3349.5   10.1   13.9
631   3350.5   10.0   14.0
631   3351.5   10.0   14.0
631   3352.5   10.0   14.0
631   3353.1   0.0   4.1
632   3353.6   10.0   9.6
632   3354.5   9.9   14.1
632   3355.5   9.9   14.1
632   3356.5   9.9   14.1
632   3357.5   9.9   14.1
632   3358.1   0.0   5.8
633   3358.6   9.8   8.0
633   3359.5   9.8   14.2
633   3360.5   9.8   14.2
633   3361.5   9.8   14.2
633   3362.5   9.8   14.2
633   3363.1   0.0   2.7
634   3364.6   9.7   11.2
634   3365.5   9.7   14.3
634   3366.5   9.7   14.3
634   3367.5   9.7   14.3
634   3368.5   9.7   14.3
634   3369.0   0.0   0.3
635   3369.6   9.7   10.2
635   3370.5   9.7   14.3
635   3371.5   9.6   14.4
635   3372.5   9.6   14.4
635   3373.2   1.8   7.2
636   3373.7   7.6   7.2
636   3374.5   9.6   14.4
636   3375.5   9.6   14.4
636   3376.5   9.6   14.4
636   3377.5   9.6   14.4
636   3378.2   4.0   7.2
637   3378.7   5.4   7.2
637   3379.5   9.6   14.4
637   3380.5   9.6   14.4
637   3381.5   9.6   14.4
637   3382.5   9.6   14.4
637   3383.0   0.0   0.4
638   3383.7   9.1   7.2
638   3384.5   9.6   14.4
638   3385.5   9.6   14.4
638   3386.5   9.6   14.4
638   3387.5   9.6   14.4
638   3388.1   0.0   6.9
639   3388.7   9.4   7.2
639   3389.5   9.6   14.4
639   3390.5   9.6   14.4
639   3391.5   9.6   14.4
639   3392.5   9.6   14.4
639   3393.5   9.6   14.4
639   3394.3   4.9   7.2
640   3394.8   4.6   7.2
640   3395.5   9.6   14.4
640   3396.5   9.6   14.4
640   3397.5   9.6   14.4
640   3398.5   9.6   14.4
640   3399.0   0.0   0.3
641   3399.5   9.7   13.0
641   3400.5   9.7   14.3
641   3401.5   9.7   14.3
641   3402.5   9.7   14.3
641   3403.5   9.7   13.1
642   3404.7   5.2   7.1
642   3405.5   9.7   14.3
642   3406.5   9.8   14.2
642   3407.5   9.8   14.2
642   3408.5   9.8   14.2
642   3409.0   0.0   1.2
643   3409.6   9.8   10.6
643   3410.5   9.8   14.2
643   3411.5   9.9   14.1
643   3412.5   9.9   14.1
643   3413.2   3.3   7.0
644   3413.8   1.4   7.0
644   3414.5   9.9   14.1
644   3415.5   10.0   14.0
644   3416.5   10.0   14.0
644   3417.5   10.0   14.0
644   3418.5   10.0   14.0
644   3419.2   0.7   7.0
645   3419.8   1.2   7.0
645   3420.5   10.1   13.9
645   3421.5   10.1   13.9
645   3422.5   10.1   13.9
645   3423.5   10.2   13.8
645   3424.2   4.6   6.9
646   3425.7   5.5   6.9
646   3426.5   10.3   13.7
646   3427.5   10.3   13.7
646   3428.5   10.3   13.7
646   3429.5   10.3   13.7
646   3430.0   0.0   0.2
647   3430.5   10.4   13.4
647   3431.5   10.4   13.6
647   3432.5   10.4   13.6
647   3433.5   10.5   13.5
647   3434.5   10.5   13.5
647   3435.1   0.0   4.7
648   3435.6   10.5   7.8
648   3436.5   10.6   13.4
648   3437.5   10.6   13.4
648   3438.5   10.6   13.4
648   3439.5   10.7   13.3
648   3440.1   0.0   6.5
649   3440.6   10.7   6.7
649   3441.5   10.7   13.3
649   3442.5   10.8   13.2
649   3443.0   0.0   0.1
650   3446.6   10.9   6.7
650   3447.5   10.9   13.1
650   3448.5   11.0   13.0
650   3449.5   11.0   13.0
650   3450.3   7.0   6.5
651   3450.8   4.0   6.5
651   3451.5   11.1   12.9
651   3452.5   11.1   12.9
651   3453.5   11.2   12.8
651   3454.1   0.5   6.4
652   3454.6   10.5   6.4
652   3455.5   11.2   12.8
652   3456.5   11.3   12.7
652   3457.5   11.3   12.7
652   3458.1   0.0   4.4
653   3458.6   11.3   7.5
653   3459.5   11.4   12.6
653   3460.5   11.4   12.6
653   3461.5   11.5   12.5
653   3462.5   11.5   12.5
653   3463.2   1.6   6.2
654   3463.7   9.8   6.2
654   3464.5   11.6   12.4
654   3465.5   11.6   12.4
654   3466.5   11.6   12.4
654   3467.5   11.7   12.3
654   3468.0   0.0   0.9
655   3468.5   11.7   11.3
655   3469.5   11.8   12.2
655   3470.5   11.8   12.2
655   3471.5   11.8   12.2
655   3472.4   11.9   6.5
656   3475.6   12.0   9.3
656   3476.5   12.0   12.0
656   3477.5   12.1   11.9
656   3478.3   7.8   5.9
657   3478.8   4.3   5.9
657   3479.5   12.1   11.9
657   3480.5   12.2   11.8
657   3481.5   12.2   11.8
657   3482.5   12.2   11.8
657   3483.5   12.3   11.7
657   3484.1   0.5   5.8
658   3484.6   11.5   5.8
658   3485.5   12.4   11.6
658   3486.5   12.4   11.6
658   3487.5   12.4   11.6
658   3488.3   7.2   5.8
659   3491.6   12.6   6.0
659   3492.5   12.6   11.4
659   3493.5   12.7   11.3
659   3494.1   0.0   5.1
660   3496.6   12.4   5.6
660   3497.5   12.8   11.2
660   3498.5   12.8   11.2
660   3499.0   0.0   0.7
661   3499.5   12.9   10.3
661   3500.5   12.9   11.1
661   3501.5   13.0   11.0
661   3502.5   13.0   11.0
661   3503.3   10.2   5.5
662   3503.9   1.7   5.5
662   3504.5   13.1   10.9
662   3505.5   13.1   10.9
662   3506.5   13.1   10.9
662   3507.5   13.2   10.8
662   3508.5   13.2   10.8
662   3509.1   0.0   2.7
663   3509.6   13.2   8.1
663   3510.5   13.3   10.7
663   3511.5   13.3   10.7
663   3512.5   13.3   10.7
663   3513.5   13.4   10.6
663   3514.4   12.4   5.3
664   3515.6   13.4   7.8
664   3516.5   13.5   10.5
664   3517.5   13.5   10.5
664   3518.5   13.5   10.5
664   3519.1   0.0   2.8
665   3519.6   13.6   7.5
665   3520.5   13.6   10.4
665   3521.5   13.6   10.4
665   3522.5   13.7   10.3
665   3523.5   13.7   10.3
665   3524.0   0.0   2.4
666   3524.6   13.7   7.3
666   3525.5   13.8   10.2
666   3526.5   13.8   10.2
666   3527.5   13.8   10.2
666   3528.5   13.8   10.2
666   3529.1   0.0   3.3
667   3529.6   13.9   6.3
667   3530.5   13.9   10.1
667   3531.5   13.9   10.1
667   3532.5   14.0   10.0
667   3533.5   14.0   10.0
667   3534.2   6.1   5.0
668   3534.7   7.6   5.0
668   3535.5   14.0   10.0
668   3536.5   14.1   9.9
668   3537.5   14.1   9.9
668   3538.5   14.1   9.9
668   3539.1   0.0   4.6
