# num_bin  t_k  T_k^day  T_k^night
75   419.5   4.4   19.6
75   420.4   4.2   13.8
76   420.9   0.0   5.8
76   421.5   3.9   20.1
76   422.5   3.7   20.3
76   423.5   3.5   20.5
76   424.5   3.2   20.8
76   425.5   3.0   21.0
76   426.2   1.3   10.6
77   426.8   1.3   10.6
77   427.5   2.4   21.6
77   428.5   2.1   21.9
77   429.5   1.7   22.3
77   430.5   1.2   22.8
77   431.0   0.0   2.4
78   431.6   0.4   21.1
78   432.5   -24.0   48.0
78   433.5   -24.0   48.0
78   434.5   -24.0   48.0
78   435.5   -24.0   48.0
78   436.1   0.0   4.9
79   436.6   -24.0   42.9
79   437.5   -24.0   48.0
79   438.5   -24.0   48.0
79   439.5   -24.0   48.0
79   440.5   -24.0   48.0
79   441.5   -24.0   48.0
79   442.1   0.0   7.1
80   442.6   -24.0   40.8
80   443.5   -24.0   48.0
80   444.5   -24.0   48.0
80   445.5   -24.0   48.0
80   446.4   0.0   20.3
81   445.9   -24.0   27.6
81   446.5   -24.0   48.0
81   447.5   -24.0   48.0
81   448.5   -24.0   48.0
81   449.5   -24.0   48.0
81   450.3   0.0   15.3
82   450.8   -24.0   32.4
82   451.5   -24.0   48.0
82   452.5   -24.0   48.0
82   453.5   -24.0   48.0
82   454.5   -24.0   48.0
82   455.5   -24.0   48.0
82   456.5   0.0   22.2
83   456.0   -24.0   25.7
83   456.5   -24.0   48.0
83   457.5   -24.0   48.0
83   458.5   -24.0   48.0
83   459.5   -24.0   48.0
83   460.5   -24.0   48.0
83   461.0   0.0   1.1
84   461.5   -24.0   46.9
84   462.5   -24.0   48.0
84   463.5   -24.0   48.0
84   464.5   -24.0   48.0
84   465.3   0.0   15.8
85   465.8   -24.0   31.9
85   466.5   -24.0   48.0
85   467.5   -24.0   48.0
85   468.5   -24.0   48.0
85   469.5   -24.0   48.0
85   470.5   -24.0   48.0
85   471.5   -24.0   48.0
85   472.3   0.0   13.0
86   472.8   -24.0   34.8
86   473.5   -24.0   48.0
86   474.5   -24.0   48.0
86   475.5   -24.0   48.0
86   476.5   -24.0   48.0
86   477.0   0.0   1.9
87   477.5   -24.0   45.8
87   478.5   -24.0   48.0
87   479.5   -24.0   48.0
87   480.5   -24.0   48.0
87   481.5   -24.0   48.0
87   482.1   0.0   2.7
88   482.6   -24.0   44.7
88   483.5   -24.0   48.0
88   484.5   -24.0   48.0
88   485.5   -24.0   48.0
88   486.5   0.0   22.1
89   487.0   -24.0   25.4
89   487.5   -24.0   48.0
89   488.5   -24.0   48.0
89   489.5   -24.0   48.0
89   490.5   -24.0   48.0
89   491.5   -24.0   48.0
89   492.0   0.0   2.3
90   492.6   -24.0   44.5
90   493.5   -24.0   48.0
90   494.5   0.9   23.1
90   495.5   1.5   22.5
90   496.4   1.9   15.9
91   496.9   0.0   5.9
91   497.5   2.3   21.7
91   498.5   2.6   21.4
91   499.5   2.9   21.1
91   500.5   3.1   20.9
91   501.5   3.4   20.6
91   502.4   3.6   15.2
92   502.9   0.0   5.0
92   503.5   3.8   20.2
92   504.5   4.1   19.9
92   505.5   4.3   19.7
92   506.5   4.5   19.5
92   507.5   4.7   19.3
92   508.0   0.0   1.9
93   508.5   4.9   17.0
93   509.5   5.1   18.9
93   510.5   5.2   18.8
93   511.5   5.4   18.6
93   512.3   5.6   10.1
94   512.8   0.0   8.0
94   513.5   5.8   18.2
94   514.5   6.0   18.0
94   515.5   6.1   17.9
94   516.5   6.3   17.7
94   517.3   6.5   9.2
95   517.8   0.0   8.2
95   518.5   6.6   17.4
95   519.5   6.8   17.2
95   520.5   7.0   17.0
95   521.5   7.1   16.9
95   522.4   7.3   12.5
96   522.9   0.0   4.1
96   523.5   7.5   16.5
96   524.5   7.6   16.4
96   525.5   7.8   16.2
96   526.5   7.9   16.1
96   527.3   7.9   8.0
97   527.8   0.0   7.8
97   528.5   8.2   15.8
97   529.5   8.4   15.6
97   530.5   8.6   15.4
97   531.3   8.5   7.6
98   531.8   0.1   7.6
98   532.5   8.9   15.1
98   533.5   9.0   15.0
98   534.5   9.2   14.8
98   535.4   9.3   8.6
99   535.9   0.0   5.5
99   536.5   9.5   14.5
99   537.5   9.6   14.4
99   538.5   9.7   14.3
99   539.5   9.9   14.1
99   540.0   0.0   0.7
100   541.6   10.2   11.0
100   542.5   10.3   13.7
100   543.5   10.5   13.5
100   544.5   10.6   13.4
100   545.5   10.8   13.2
100   546.1   0.0   6.2
101   546.6   10.9   6.8
101   547.5   11.1   12.9
101   548.5   11.2   12.8
101   549.5   11.3   12.7
101   550.4   11.1   6.3
102   550.9   0.2   6.3
102   551.5   11.6   12.4
102   552.5   11.8   12.2
102   553.5   11.9   12.1
102   554.5   12.1   11.9
102   555.3   9.5   5.9
103   555.8   2.4   5.9
103   556.5   12.4   11.6
103   557.5   12.5   11.5
103   558.5   12.6   11.4
103   559.5   12.8   11.2
103   560.5   12.9   11.1
103   561.5   13.1   10.9
103   562.1   0.0   5.4
104   563.7   9.2   5.3
104   564.5   13.5   10.5
104   565.5   13.6   10.4
104   566.5   13.8   10.2
104   567.0   0.0   1.0
105   567.5   13.9   8.8
105   568.5   14.1   9.9
105   569.5   14.2   9.8
105   570.5   14.4   9.6
105   571.5   14.5   9.5
105   572.1   0.0   4.6
106   572.6   14.6   4.7
106   573.5   14.8   9.2
106   574.5   15.0   9.0
106   575.5   15.1   8.9
106   576.3   11.9   4.4
107   576.8   3.2   4.4
107   577.5   15.4   8.6
107   578.5   15.6   8.4
107   579.5   15.7   8.3
107   580.5   15.9   8.1
107   581.5   16.0   6.0
108   582.0   0.0   1.8
108   582.5   16.2   7.8
108   583.5   16.4   7.6
108   584.5   16.5   7.5
108   585.5   16.7   7.3
108   586.5   16.8   7.2
108   587.0   0.0   0.8
109   587.5   17.0   5.9
109   588.5   17.2   6.8
109   589.5   17.3   6.7
109   590.5   17.5   6.5
109   591.5   17.7   6.3
109   592.5   17.8   6.2
109   593.1   0.0   2.6
110   593.6   18.0   3.3
110   594.5   18.2   5.8
110   595.5   18.4   5.6
110   596.5   18.5   5.5
110   597.1   0.0   2.6
111   597.6   18.6   2.6
111   598.5   18.9   5.1
111   599.5   19.1   4.9
111   600.5   19.3   4.7
111   601.5   19.5   4.5
112   602.5   19.7   2.8
112   603.5   19.9   4.1
112   604.5   20.1   3.9
112   605.5   20.4   3.6
112   606.3   14.8   1.7
113   606.8   5.6   1.7
113   607.5   20.8   3.2
113   608.5   21.1   2.9
113   609.5   21.4   2.6
113   610.5   21.7   2.3
113   611.4   19.1   1.0
114   611.9   2.9   1.0
114   612.5   22.5   1.5
114   613.5   23.0   1.0
114   614.5   24.0   0.0
114   615.5   24.0   0.0
114   616.3   14.7   0.0
115   617.7   12.0   0.0
115   618.5   24.0   0.0
115   619.5   24.0   0.0
115   620.5   24.0   0.0
115   621.5   24.0   0.0
115   622.5   24.0   0.0
115   623.0   0.8   0.0
116   623.5   22.9   0.0
116   624.5   24.0   0.0
116   625.5   24.0   0.0
116   626.4   20.6   0.0
117   630.6   20.4   0.0
117   631.5   24.0   0.0
117   632.3   15.2   0.0
118   632.8   8.3   0.0
118   633.5   24.0   0.0
118   634.5   24.0   0.0
118   635.5   24.0   0.0
118   636.5   24.0   0.0
118   637.5   24.0   0.0
118   638.0   0.7   0.0
119   638.5   23.1   0.0
119   639.5   24.0   0.0
119   640.5   24.0   0.0
119   641.5   24.0   0.0
119   642.5   24.0   0.0
119   643.1   4.9   0.0
120   643.6   19.0   0.0
120   644.5   24.0   0.0
120   645.5   24.0   0.0
120   646.5   24.0   0.0
120   647.5   24.0   0.0
120   648.0   0.3   0.0
121   648.5   23.5   0.0
121   649.5   24.0   0.0
121   650.5   24.0   0.0
121   651.5   24.0   0.0
121   652.5   24.0   0.0
121   653.5   24.0   0.0
121   654.0   0.5   0.0
122   654.5   23.1   0.0
122   655.5   24.0   0.0
122   656.5   24.0   0.0
122   657.5   24.0   0.0
122   658.1   3.4   0.0
123   658.6   20.5   0.0
123   659.5   24.0   0.0
123   660.5   24.0   0.0
123   661.5   24.0   0.0
123   662.5   24.0   0.0
123   663.1   5.2   0.0
124   663.6   18.7   0.0
124   664.5   24.0   0.0
124   665.5   24.0   0.0
124   666.5   24.0   0.0
124   667.5   23.5   0.0
125   668.0   0.3   0.0
125   668.5   24.0   0.0
125   669.5   24.0   0.0
125   670.5   24.0   0.0
125   671.5   24.0   0.0
125   672.0   0.7   0.0
126   673.5   23.1   0.0
126   674.5   24.0   0.0
126   675.5   24.0   0.0
126   676.5   24.0   0.0
126   677.5   22.8   1.2
126   678.2   8.6   0.8
127   678.7   13.6   0.8
127   679.5   22.0   2.0
127   680.5   21.6   2.4
127   681.5   21.3   2.7
127   682.5   21.0   3.0
127   683.3   15.0   1.6
128   683.9   5.5   1.6
128   684.5   20.5   3.5
128   685.5   20.3   3.7
128   686.0   0.1   2.0
129   692.6   14.6   2.6
129   693.5   18.7   4.3
130   694.7   14.0   2.7
130   695.5   18.3   5.7
130   696.5   18.1   5.9
130   697.5   18.0   6.0
130   698.5   17.8   6.2
130   699.4   17.6   3.9
131   699.0   0.0   0.3
131   699.5   17.6   6.4
131   700.5   17.5   6.5
131   701.5   17.3   6.7
131   702.5   17.1   6.9
131   703.5   17.0   7.0
131   704.1   1.4   3.6
132   704.6   14.6   3.6
132   705.5   16.6   7.4
132   706.5   16.5   7.5
132   707.5   16.3   7.7
132   708.5   16.2   7.8
132   709.1   1.2   4.0
133   709.6   14.4   4.0
133   710.5   15.9   8.1
133   711.5   15.7   8.3
133   712.5   15.5   8.5
133   713.5   15.4   8.6
133   714.5   15.2   8.8
133   715.1   0.0   4.2
134   715.6   14.8   4.5
134   716.5   14.9   9.1
134   717.5   14.8   9.2
134   718.5   14.6   9.4
134   719.5   14.5   9.5
134   720.1   0.5   4.8
135   720.6   13.7   4.8
135   721.5   14.2   9.8
135   722.5   14.1   9.9
135   723.5   13.9   10.1
135   724.5   13.8   10.2
135   725.1   0.0   5.0
136   725.6   13.6   5.2
136   726.5   13.5   10.5
136   727.5   13.3   10.7
136   728.5   13.2   10.8
136   729.5   13.0   11.0
136   730.1   0.7   5.6
137   730.6   11.9   5.6
137   731.5   12.7   11.3
137   732.5   12.6   11.4
137   733.5   12.5   11.5
137   734.5   12.3   11.7
137   735.1   1.1   5.9
138   735.6   10.9   5.9
138   736.5   12.0   12.0
138   737.5   11.9   12.1
138   738.5   11.7   12.3
138   739.5   11.6   12.4
138   740.1   0.8   6.3
139   740.7   10.5   6.3
139   741.5   11.3   12.7
139   742.5   11.2   12.8
139   743.5   11.0   13.0
139   744.5   10.9   13.1
139   745.5   10.7   13.3
139   746.1   0.0   3.5
140   746.6   10.6   9.8
140   747.5   10.4   13.6
140   748.5   10.3   13.7
140   749.5   10.1   13.9
140   750.0   0.0   0.3
141   750.5   10.0   13.4
141   751.5   9.9   14.1
141   752.5   9.7   14.3
141   753.5   9.6   14.4
141   754.5   9.4   14.6
142   755.5   9.3   14.4
142   756.5   9.1   14.9
142   757.5   9.0   15.0
142   758.5   8.8   15.2
142   759.4   8.7   12.1
143   759.9   0.0   3.0
143   760.5   8.5   15.5
143   761.5   8.4   15.6
143   762.5   8.2   15.8
143   763.5   8.1   15.9
144   765.5   7.7   16.1
144   766.5   7.6   16.4
144   767.5   7.4   16.6
144   768.5   7.3   16.7
144   769.5   7.1   16.9
144   770.5   6.9   14.8
145   770.0   0.0   2.0
145   770.5   6.9   17.1
145   771.5   6.8   17.2
145   772.5   6.6   17.4
145   773.5   6.4   17.6
145   774.5   6.3   17.7
145   775.4   6.1   12.1
146   775.9   0.0   5.7
146   776.5   5.9   18.1
146   777.5   5.7   18.3
146   778.5   5.6   18.4
146   779.5   5.4   18.6
146   780.5   5.2   18.8
146   781.0   0.0   1.6
147   781.5   5.0   17.2
147   782.5   4.8   19.2
147   783.5   4.6   19.4
147   784.5   4.4   19.6
147   785.5   4.2   19.8
147   786.1   0.0   5.2
148   786.6   4.0   14.4
148   787.5   3.8   20.2
148   788.5   3.5   20.5
148   789.5   3.3   20.7
148   790.5   3.1   20.9
148   791.2   0.0   8.4
149   791.7   2.8   12.6
149   792.5   2.5   21.5
149   793.5   2.2   21.8
149   794.5   1.8   22.2
149   795.3   1.4   15.4
150   795.9   0.0   7.0
150   796.5   0.7   23.3
150   797.5   -24.0   48.0
150   798.5   -24.0   48.0
150   799.5   -24.0   48.0
150   800.5   -24.0   48.0
150   801.0   0.0   1.1
151   801.5   -24.0   46.8
151   802.5   -24.0   48.0
151   803.5   -24.0   48.0
151   804.5   -24.0   48.0
151   805.5   -24.0   48.0
151   806.4   0.0   18.0
152   806.9   -24.0   29.5
152   807.5   -24.0   48.0
152   808.5   -24.0   48.0
152   809.5   -24.0   48.0
152   810.5   -24.0   48.0
152   811.1   0.0   6.3
153   811.6   -24.0   41.6
153   812.5   -24.0   48.0
153   813.5   -24.0   48.0
153   814.5   -24.0   48.0
153   815.4   0.0   17.3
154   815.9   -24.0   30.4
154   816.5   -24.0   48.0
154   817.5   -24.0   48.0
154   818.5   -24.0   48.0
154   819.5   -24.0   48.0
154   820.5   -24.0   48.0
154   821.3   0.0   13.9
155   821.8   -24.0   34.0
155   822.5   -24.0   48.0
155   823.5   -24.0   48.0
155   824.5   -24.0   48.0
155   825.4   0.0   18.1
156   825.9   -24.0   29.9
156   826.5   -24.0   48.0
156   827.5   -24.0   48.0
156   828.5   -24.0   48.0
156   829.5   -24.0   48.0
156   830.4   0.0   17.3
157   830.9   -24.0   30.6
157   831.5   -24.0   48.0
157   832.5   -24.0   48.0
157   833.5   -24.0   48.0
157   834.5   -24.0   48.0
157   835.5   -24.0   48.0
157   836.5   -24.0   48.0
157   837.1   0.0   2.5
158   837.6   -24.0   45.3
158   838.5   -24.0   48.0
158   839.5   -24.0   48.0
158   840.5   -24.0   48.0
158   841.5   -24.0   48.0
158   842.0   0.0   1.4
159   842.5   -24.0   46.2
159   843.5   -24.0   48.0
159   844.5   -24.0   48.0
159   845.5   -24.0   48.0
159   846.5   -24.0   48.0
159   847.2   0.0   8.5
160   847.7   -24.0   39.3
160   848.5   -24.0   48.0
160   849.5   -24.0   48.0
160   850.5   -24.0   48.0
160   851.5   -24.0   48.0
160   852.1   0.0   3.7
161   852.6   -24.0   44.2
161   853.5   -24.0   48.0
161   854.5   -24.0   48.0
161   855.5   -24.0   48.0
161   856.4   0.0   17.6
162   856.9   -24.0   30.3
162   857.5   -24.0   48.0
162   858.5   -24.0   48.0
162   859.5   0.7   23.3
162   860.5   1.4   22.6
162   861.4   1.8   15.2
163   861.9   0.0   6.6
163   862.5   2.2   21.8
163   863.5   2.5   21.5
163   864.5   2.8   21.2
163   865.5   3.1   20.9
163   866.5   3.3   20.7
163   867.5   3.5   20.5
163   868.3   2.6   10.1
164   869.5   4.0   18.8
164   870.5   4.2   19.8
164   871.5   4.4   19.6
164   872.5   4.6   19.4
164   873.0   0.0   1.5
165   873.5   4.8   17.6
165   874.5   5.0   19.0
165   875.5   5.2   18.8
165   876.5   5.4   18.6
165   877.5   5.6   16.5
166   878.0   0.0   1.8
166   878.5   5.7   18.3
166   879.5   5.9   18.1
166   880.5   6.1   17.9
166   881.5   6.3   17.7
166   882.5   6.4   17.6
166   883.1   0.0   3.4
167   883.6   6.6   13.9
167   884.5   6.8   17.2
167   885.5   6.9   17.1
167   886.5   7.1   16.9
167   887.3   7.3   9.2
168   887.8   0.0   7.4
168   888.5   7.4   16.6
168   889.5   7.6   16.4
168   890.5   7.7   16.3
168   891.5   7.9   16.1
168   892.5   8.1   15.9
168   893.0   0.0   1.0
169   893.7   5.7   7.9
169   894.5   8.4   15.6
169   895.5   8.5   15.5
169   896.1   0.0   5.8
170   897.6   8.8   8.5
170   898.5   9.0   15.0
170   899.5   9.1   14.9
170   900.3   7.7   7.4
171   900.8   1.4   7.4
171   901.5   9.4   14.6
171   902.5   9.6   14.4
171   903.5   9.7   14.3
171   904.5   9.9   14.1
171   905.5   10.0   14.0
171   906.3   7.4   6.9
172   906.8   2.5   6.9
172   907.5   10.3   13.7
172   908.5   10.4   13.6
172   909.5   10.6   13.4
172   910.5   10.7   13.3
172   911.1   0.0   6.1
173   911.6   10.9   6.9
173   912.5   11.0   13.0
173   913.5   11.2   12.8
173   914.5   11.3   12.7
